gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante;centre_type
1191;Centre de vaccination de Lunesse;;0.99999974605324;16015_6li7v8_00030;;Rue Adrien Paul Mairat;16000;16015;Angoulême;45.6562;0.178965;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18115;19230;2021-05-31 20:00:03.013244;;14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;14:00-17:00;fermé;fermé;t;;2021-01-25;https://partners.doctolib.fr/maison-de-sante/angouleme/centre-de-vaccination-covid-19-espace-lunesse-angouleme?pid=practice-165813&enable_cookies_consent=1;+33545387006;;;t;;;;{}
1302;ROSTRENEN - Salle des fêtes;;0.99999978275288;22266_qo9et9_00003;;Place du Bourk Kozh;22110;22266;Rostrenen;48.2352;-3.31588;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-02-02 16:53:27.959529;;fermé;13h30-17h30;fermé;13h30-17h30;fermé;fermé;fermé;;;2021-01-28;https://vaccination-covid.keldoc.com/cabinet-medical/rostrenen-22110/salle-des-fetes-rostrenen/centre-de-vaccination-de-la-salle-des-fetes-rostrenen;+33257180060;;;;;;;{}
1435;Centre Baléone;;0.99999931526244;2a271_b141;;T22 Centre commercial;20167;2A271;Sarrola-Carcopino;42.029;8.842;130007990;8412Z;AGENCE REGIONALE DE SANTE DE CORSE;;SAINT JOSEPH QUA;20090;2A004;AJACCIO;12661;12661;2021-05-31 20:00:03.160753;;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;t;;2021-02-13;https://partners.doctolib.fr/centre-de-sante/sarrola-carcopino/centre-vaccination-baleone?pid=practice-170136&enable_cookies_consent=1;+33495283747;;;t;;f;;"{""Séc. Civ. concourant""}"
2292;Clinique du Parc;;0.9999999507481;42275_0114_00012;9 bis;Rue de la Piot;42270;42275;Saint-Priest-en-Jarez;45.4784;4.36788;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;315;41;2021-05-31 20:00:03.538883;;;;;;;;;t;;2021-03-31;https://partners.doctolib.fr/centre-de-sante/saint-priest-en-jarez/centre-de-vaccination-covid-19-de-la-clinique-du-parc-de-st-priest-en-jarez?pid=practice-180664&enable_cookies_consent=1;+33477922275;;;;;f;f;
2584;centre Les Ulis;;0.99999978133583;91692_0918_00001;1;Rue Morvan;91940;91692;Les Ulis;48.682;2.16946;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18193;18193;2021-05-31 20:00:03.738128;oui;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-05-14;https://partners.doctolib.fr/centre-de-sante/les-ulis/centre-de-vaccination-covid-19-des-ulis?pid=practice-187242&enable_cookies_consent=1;;;;t;;f;f;
25;"Centre de vaccination - réservé professionnels de santé et assimilés"" - CH Chartres";;0.99999722573165;28110_0037_00006;4;Rue Claude Bernard;28630;28110;Le Coudray;48.4232;1.50613;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;19609;2021-05-31 20:00:02.232148;;9h-13h/14h-17h;9h-13h/14h-17h;9h-13h/14h-17h;9h-13h/14h-17h;f9h-13h/14h-17h;9h-13h/14h-17h;fermé;t;;2021-01-07;https://partners.doctolib.fr/hopital-public/le-coudray/centre-hospitalier-chartres-le-coudray?pid=practice-162668&enable_cookies_consent=1;+33805021400;;Réservé aux professionnels de santé;f;;;;
2532;UHSA LILLE SECLIN;;0.99999434453386;59350_6513_00005;2;Avenue Oscar Lambret;59000;59350;Lille;50.61;3.03764;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;21506;21506;2021-05-05 13:33:45.278877;590780193;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{UHSI}
2216;CENTRE DE VACCINATION - BIGANOS;;0.99999922487012;33051_0157_00061;;Rue Jean Zay;33380;33051;Biganos;44.6416;-0.97537;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18269;21435;2021-05-31 20:00:03.501449;;08:30-12h00/14:00-17:30;08:30-12h00/14:00-17:30;08:30-12h00/14:00-17:30;08:30-12h00/14:00-17:30;08:30-12h00/14:00-17:30;fermé;fermé;t;;2021-03-29;https://partners.doctolib.fr/centre-de-vaccinations-internationales/biganos/centre-de-vaccination-covid-19-biganos?pid=practice-171118&enable_cookies_consent=1;33533092845;;;t;;f;;
695;Centre de vaccination Le Vinci-Tours;;0.99999999999774;37261_2510_00026;26;Boulevard Heurteloup;37000;37261;Tours;47.391;0.693293;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18192;2021-05-31 20:00:02.673319;;9h-18h;9h-18h;9h-18h;9h-18h;9h-18h;9h-12h;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/tours/centre-vaccination-covid-tours-metrople?pid=practice-164864&enable_cookies_consent=1;+33805021400;;;f;;;;"{""Grand centre""}"
1373;Centre de vaccination - Ville de Saint-Quentin, Palais des Sports ;;0.99999924683735;02691_4809_00005;;Avenue de Rémicourt;02100;02691;Saint-Quentin;49.8491;3.2939;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;WILLY BRANDT AV;59777;59350;LILLE;101;101;2021-05-31 20:00:03.133348;;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;09:00-12:00/13:00-17:30;fermé;fermé;t;;2021-01-25;https://partners.doctolib.fr/centre-de-sante/saint-quentin/centre-de-vaccination-covid-19-saint-quentin?pid=practice-164680&enable_cookies_consent=1;+33323636863;;;;;;;{}
904;LE FAOUET - Maison de santé;;0.99999980529349;56057_1220_00091;104;Rue de Saint Fiacre;56320;56057;Le Faouët;48.0309;-3.4902;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-02-02 12:17:52.709508;;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;fermé;fermé;;;2021-01-26;https://vaccination-covid.keldoc.com/centre-hospitalier-regional/lorient-56100/groupe-hospitalier-bretagne-sud-lorient-hopital-du-scorff?cabinet=16913&specialty=144;+33297069794;;;;;;;{}
1285;Lieu de vaccination de MONTMEDY (salle des fêtes);;0.9999999905344;55351_0063_00003;;Place Eugène Tronville;55600;55351;Montmédy;49.5212;5.36862;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;14476;2021-02-03 17:49:47.690249;;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;fermé;t;;2021-01-26;https://www.maiia.com/centre-de-vaccination/55600-montmedy/centre-de-vaccination---montmedy-et-marville;+33372850117;;;;;;;{}
1284;Lieu de vaccination FRESNES EN WOEVRE - MSP;;0.99999999386311;55198_0025_00016_bis;16 bis;Rue des Eparges;55160;55198;Fresnes-en-Woëvre;49.0945;5.62516;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;14476;2021-02-03 17:52:26.372969;;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;fermé;t;;2021-01-25;https://www.maiia.com/centre-de-vaccination/55160-fresnes-en-woevre/centre-de-vaccination---fresnes-en-woevre;+33372850117;;;;;;;{}
1286;Lieu de vaccination de SPINCOURT - MSP;;0.99999941860521;55500_osihg7_00009;9;Chemin du Mont;55230;55500;Spincourt;49.3323;5.66268;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;18595;2021-04-01 08:39:10.204004;;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;fermé;t;2021-03-19;2021-02-05;;+33329859732;;;f;;t;;{}
2533;UHSI NANCY;;0.99999999613871;54395_3390_00029;29;Av du Mal de Lattre de Tassigny;54000;54395;Nancy;48.6839;6.18941;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;21506;21506;2021-05-05 13:42:50.202036;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{UHSI}
2402;Centre vaccination la Valette;;0.99999998128976;83144_0410_00007;7;Rue Gambetta;83160;83144;La Valette-du-Var;43.1371;5.98262;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-04-08 14:24:08.751361;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-04-11;2021-04-10;;;;Ouverture ponctuelle week-end;;;t;;{}
23;Centre de vaccination du CH Troyes( ancien LIDL);;0.99999978735637;10387_3350_00006;;Av du Mal de Lattre de Tassigny;10000;10387;Troyes;48.3047;4.09398;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;15;15;2021-05-31 20:00:02.229685;;8h-18h;8h-18h;8h-18h;8h-18h;8h-18h;8h-18h;9H-12H;t;;2021-01-14;https://partners.doctolib.fr/centre-de-sante/troyes/centre-de-vaccination-covid-troyes-champagne-metropole-ex-lidl?speciality_id=5494&enable_cookies_consent=1;+33325497584;;;f;;;;"{""Séc. Civ. concourant""}"
970;Centre de vaccination - Centre SDIS Avesnes Le Comte, Salle Jacques Nirdol;;0.9999999994436;62063_0445_00015;15;Rue des Fosses;62810;62063;Avesnes-le-Comte;50.2758;2.52877;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:02.853412;;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;t;;2021-02-05;https://partners.doctolib.fr/centre-de-sante/bruay-la-buissiere/centre-de-vaccination-covid-pas-de-calais?pid=practice-164609&enable_cookies_consent=1;+33392043471;;;;;;;"{""Sécurité Civile""}"
524;Centre de vaccination du CH de Sens;;0.99999994109412;89387_4560_00058;58;Rue René Binet;89100;89387;Sens;48.1923;3.29471;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;82;82;2021-05-13 10:00:01.987633;;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;fermé;fermé;t;;2021-01-11;https://vaccination-covid.keldoc.com/centre-hospitalier/sens-89100/centre-hospitalier-de-sens?category=-1&cabinet=16565&specialty=153;+33186650105;;;t;;;;{}
133;CHU BORDEAUX - SITE GH SUD;;0.99999318098906;33318_1610_00028;;Avenue du Haut Lévèque;33600;33318;Pessac;44.7973;-0.659829;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18269;2021-02-09 15:51:17.727461;;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;08:30-19:30;fermé;fermé;;;2021-01-07;https://vaccination-covid.keldoc.com/centre-hospitalier-universitaire/bordeaux-33000/chu-de-bordeaux/g-h-sud-centre-de-vaccination-usn?cabinet=16877&specialty=496;+33557820005;;;;;;;{}
1287;Lieu de vaccination de COMMERCY (salle du Marlat);;0.99999997221033;55122_0590_00017;;Rue de la Pocherie;55200;55122;Commercy;48.7561;5.58283;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;14476;2021-02-03 17:57:11.761876;;A préciser;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;t;;2021-01-27;https://www.maiia.com/centre-de-vaccination/55200-commercy/centre-de-vaccination---commercy;+33372850117;;;;;;;{}
1288;CDV31 Cadours;;0.99999998578118;31098_kzki22_00006;6;Rue des Anciens Combattants;31480;31098;Cadours;43.7282;1.04896;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17220;18108;2021-02-12 19:00:02.085093;;fermé;9:00-13:00 / 14:00-18:00;fermé;09:00-13:00 ou 14:00-18:00;8:00-12:00 ou 14:00-18:00;fermé;fermé;t;;2021-02-01;https://vaccination-covid.keldoc.com/cabinet-medical/cadours-31480/cadours/centre-de-vaccination-de-cadours;0809541919;;;t;f;f;f;{}
2534;UHSA RENNES;;0.99999999274542;35238_3660_00126;108;Avenue Général Leclerc;35700;35238;Rennes;48.1139;-1.63823;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;21506;18;2021-05-09 18:15:42.764994;350000246;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{UHSA}
1585;Centre de vaccination éphémère de Morne à l'eau;2021-052;0.99999938211847;97116_mkvqmb_00920;Dispensaire de ;Richeval;97111;97116;Morne-à-l'Eau;16.3427;-61.4542;130008030;8412Z;AGENCE REGIONALE DE SANTE DE GUADELOUPE, SAINT-MARTIN ET SAINT-BARTHELEMY;;RUE DES ARCHIVES BISDARY;97113;97109;GOURBEYRE;13179;13179;2021-05-18 13:31:45.879035;Oui;13:30-17:30;13:30-17:30;12:00-17:30;13:30-17:30;09:00-13:30;fermé;fermé;t;;2021-02-23;https://www.maiia.com/centre-de-vaccination/97111-morne-a-l-eau/centre-de-vaccination---morne-a-l-eau-;05 90 99 14 74;;;t;f;f;f;
1184;Centre de vaccination - CPTS Lens La Gohelle, Salle Bertinchamp;;0.99999968888681;62498_0930_00016_d;;Rue Denis Cordonnier;62300;62498;Lens;50.4355;2.84361;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:03.008906;;;;;;;fermé;fermé;;;2021-02-15;https://partners.doctolib.fr/centre-de-vaccinations-internationales/lens/centre-de-vaccination-bertinchamps-lens?pid=practice-166396&enable_cookies_consent=1;;;;;;;;{}
1289;Centre de vaccination COSEC Roger Marche VILLERS-SEMEUSE;;0.99999999892722;08480_0420_00002;;Route Nationale;08000;08480;Villers-Semeuse;49.7427;4.73896;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;18318;2021-05-31 20:00:03.079861;;A préciser;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;t;;2021-01-26;https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-165006&enable_cookies_consent=1;;;;;;;;{}
1445;MSP EYMOUTIERS;;1;87064_0278_00002;2;Chemin de la Cote de Chateau;87120;87064;Eymoutiers;45.7362;1.74832;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;BELLEVILLE RUE;33000;33063;BORDEAUX;18219;18219;2021-05-31 20:00:03.167166;;fermé;fermé;09:00-12:30/14:00-17:30;09:00-12:30;09:00-12:30;09:00-12:30;fermé;t;;2021-02-17;https://partners.doctolib.fr/centre-de-vaccinations-internationales/limousin/vaccination-covid-19-professionnels-de-sante?pid=practice-171179&enable_cookies_consent=1;+33555692020;;;t;;f;f;{}
42;CH ANGOULEME;;0.99999683452114;16341_b001_00023;;Rd Point de Girac;16470;16341;Saint-Michel;45.636;0.120763;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;51;2021-05-31 20:00:02.246215;;9:30-17:00;9:30-17:00;9:30-17:00;9:30-17:00;9:30-17:00;9:30-16:30;9:30-16:30;t;;2021-01-07;https://partners.doctolib.fr/hopital-public/angouleme/centre-de-vaccination-covid-19-ch-d-angouleme?speciality_id=5494&enable_cookies_consent=1;+33545244000;;;t;;;;{}
1182;Centre de Vaccination - LA FLECHE - Salle Printania;;0.99999997250408;72154_4990_00039;39;Avenue de Verdun;72200;72154;La Flèche;47.6973;-0.0895922;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;10695;362;2021-05-31 20:00:03.008056;;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;fermé;fermé;t;;2021-01-21;https://partners.doctolib.fr/centre-de-sante/la-fleche/centre-de-vaccination-covid-msp-la-fleche?speciality_id=5494&enable_cookies_consent=1;+33243482300;;;t;;;;{}
1290;Centre de Vaccination Salle Bérégovoy  VRIGNE-AUX-BOIS;;0.99999992988153;08491_0360_00011;13;Avenue Jean Jaurès;08330;08491;Vrigne aux Bois;49.7371;4.85412;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;18318;18318;2021-05-31 20:00:03.080738;;A préciser;A préciser;A préciser;A préciser;A préciser;A préciser;fermé;t;;2021-01-26;https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-165013&enable_cookies_consent=1;;;;;;;;{}
1283;Lieu de vaccination de DAMVILLERS - MSP;;0.99999992675349;55145_0005_00001;1;Rue de l’Abbé Mandre;55150;55145;Damvillers;49.3422;5.39821;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13424;17239;2021-03-29 18:55:58.583519;;A confirmer;A confirmer;A confirmer;A confirmer;A confirmer;fermé;fermé;t;2021-04-12;2021-01-25;https://www.maiia.com/centre-de-vaccination/55150-damvillers/centre-de-vaccination---damvillers;+33372850117;;;;;t;;{}
1134;Centre de vaccination - Beynat;;0.9999858867641;19023_0040;144;rue des Lucioles;19190;19023;Beynat;45.1227;1.72519;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18117;51;2021-05-31 20:00:02.971209;Oui;fermé;fermé;08:30-12:30;8:30-12:30;14:00-16:00;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/beynat/centre-de-vaccination-covid-19-beynat?speciality_id=5494&enable_cookies_consent=1;+33800190019;;Accessibilité aux professionnels de santé libéraux ainsi qu'à la population de + de 75 ans;t;;;;{}
2535;UHSI RENNES ;;0.99999764023558;35238_6076_00016;16;2 Rue Henri le Guilloux;35000;35000;Rennes;48.1193;-1.69203;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;21506;21506;2021-05-05 13:51:43.002026;350005179;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;{UHSI}
1291;MSP Buzancy;;0.99999947930764;08089_0059_00002;2;Rue Nouvelle;08240;08089;Buzancy;49.4274;4.95336;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;18318;18318;2021-05-31 20:00:03.081755;;fermé;fermé;fermé;fermé;fermé;13H30-17H;fermé;t;;2021-01-26;https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-167626&enable_cookies_consent=1;;;;;;;;{}
1442;Centre de vaccination de Moirans;;0.99999953129291;39333_0540_00011;1;rue Jean Jaures;39260;39333;Moirans-en-Montagne;46.4292;5.7252;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;DES SAVOIRS PL;21000;21231;DIJON;18177;18177;2021-05-31 20:00:03.165064;Oui;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;2021-03-27;2021-03-22;https://partners.doctolib.fr/centre-de-sante/dole/ars-de-bourgogne-franche-comte?pid=practice-171878&enable_cookies_consent=1;+33384868600;;;t;;t;f;"{""Sécurité Civile""}"
1449;CHSF;;0.99996248916707;91174_1930_00010;10;Avenue du Général de Gaulle;91100;91174;Corbeil-Essonnes;48.621;2.4571;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18193;18193;2021-05-31 20:00:03.169939;;12h30 / 21h30;12h30 / 21h30;12h30 / 21h30;12h30 / 21h30;12h30 / 21h30;fermé;fermé;t;;2021-01-05;https://partners.doctolib.fr/hopital-public/corbeil-essonnes/ch-sud-francilien-vaccination-covid-reserve-aux-professionnels-de-l-etablissement?pid=practice-162486&enable_cookies_consent=1;01 61 69 31 00;;;t;t;t;t;{}
1953;Centre de vaccination - HIA Robert PICQUE;;0.99998724452374;33550_1440_00351;351;Route de Toulouse;33140;33550;Villenave-d'Ornon;44.799;-0.572049;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18582;10;2021-05-31 20:00:03.339278;;14:00-16:30;14:00-16:30;14:00-16:30;08:30-12:00;08:30-12:00;fermé;fermé;t;;2021-03-06;https://partners.doctolib.fr/hopital-public/villenave-d-ornon/centre-de-vaccination-covid-19-hopital-robert-picque?pid=practice-176249&enable_cookies_consent=1;;;;t;;f;;{SSA}
55;Plateau de consultations du service de maladies infectieuses - ANGERS -professionnels de santé extérieurs au CHU;;0.99999790956368;49007_4660_00004;4;Rue Larrey;49100;49007;Angers;47.4816;-0.554632;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;362;10695;2021-05-31 20:00:02.255142;;8h45-16h00;8h45-16h00;8h45-16h00;8h45-16h00;8h45-16h00;8h45-16h00;8h45-16h00;t;;2021-01-04;https://partners.doctolib.fr/hopital-public/angers/chu-d-angers-centre-de-vaccination-reserve-aux-professionnels-de-sante-de-l-etablissement?speciality_id=5494&enable_cookies_consent=1;;;réservé aux professionnels de santé libéraux;f;;t;;{}
542;BEAUNE Gymnase des Blanches Fleurs;;0.99999999588393;21054_0530_00034;67;Rue des Blanches Fleurs;21200;21054;Beaune;47.0355;4.83803;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;;;;;;18185;18184;2021-05-31 20:00:02.580344;;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;08:30-17:30;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/beaune/centre-de-vaccination-covid-19-vac21-beaune?pid=practice-165204&enable_cookies_consent=1;+33345810421;;;t;;;;{}
1106;Centre de vaccination - CH Carvin, Salle Le Patio;;0.99999700185461;62215_0470_00545;;Route de Meurchin;62220;62215;Carvin;50.4972;2.94754;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:02.949306;;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;fermé;;;2021-01-13;https://partners.doctolib.fr/centre-de-vaccinations-internationales/haut-de-france/vaccination-gh-seclin-carvin?pid=practice-165103&enable_cookies_consent=1;;;;;;;;{}
63;Centre de vaccination des Soignants professionnels de ville - CH Saintonge;;0.99999945228198;17415_86kutg_00011;11;Boulevard Ambroise Pare;17100;17415;Saintes;45.7468;-0.658243;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;112;2021-05-31 20:00:02.260194;OUI;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;9:00-17:00;fermé;fermé;t;;2021-01-06;https://partners.doctolib.fr/hopital-public/saintes/centre-de-vaccination-covid-centre-hospitalier-de-saintonge?pid=practice-166500&enable_cookies_consent=1;+33546951001;;réservé aux professionnels de santé libéraux;t;;;;{}
2403;Centre de vaccination de Nans les Pins;;0.99999991843243;83087_0200_00008;;;83860;83087;Nans-les-Pins;43.3706;5.78282;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-04-08 14:25:17.813795;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-04-15;2021-04-14;;;;Ouverture ponctuelle week-end;;;t;;{}
1193;Centre de vaccination - CH Avesnes, Salle du Bastion;;0.99999995299366;59036_0450_00049;;Rue des Pres;59440;59036;Avesnes-sur-Helpe;50.1247;3.92693;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-05-31 20:00:03.015019;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;fermé;t;;2021-01-20;https://partners.doctolib.fr/hopital-public/avesnes-sur-helpe/centre-de-vaccination-le-bastion-salle-wedric?pid=practice-166858&enable_cookies_consent=1;+33327707321;;;;;;;{}
